id,name,members,buy_limit,value,high_alch,low_alch,examine
4986,Verac's flail 0,1,15,160000,96000,64000,Verac the Defiled's flail.
4992,Verac's brassard 0,1,15,280000,168000,112000,Verac the Defiled's brassard.
4998,Verac's plateskirt 0,1,15,275000,165000,110000,Verac the Defiled's plate skirt.
5001,Raw cave eel,1,13000,15,9,6,It's incredibly slimy.
5003,Cave eel,1,10000,15,9,6,It's a bit slimy.
5014,Mining helmet,1,4,600,360,240,A helmet with an unlit lamp on it.
5016,Bone spear,1,4,600,360,240,Basic but brutal!
5018,Bone club,1,4,600,360,240,Basic but brutal!
5024,Woven top (brown),1,150,500,300,200,Far too small to wear.
5026,Woven top (yellow),1,150,625,375,250,"Yellow top, too small for me."
5028,Woven top (blue),1,150,650,390,260,"Blue top, very tiny."
5030,Shirt (brown),1,150,450,270,180,Tiny!
5032,Shirt (yellow),1,150,600,360,240,Tiny!
5034,Shirt (lilac),1,150,625,375,250,Tiny!
5036,Trousers (brown),1,150,550,330,220,"A pair of long dwarven trousers... long for dwarves, of course."
5038,Trousers (lilac),1,150,700,420,280,"A pair of long dwarven trousers... long for dwarves, of course."
5040,Trousers (blue),1,150,750,450,300,"A pair of long dwarven trousers... long for dwarves, of course."
5042,Shorts (brown),1,150,280,168,112,"These look great, on dwarves!"
5044,Shorts (yellow),1,150,360,216,144,Yellow shorts. Far too small for you.
5046,Shorts (blue),1,150,390,234,156,"Blue shorts, these would look great on dwarves!"
5048,Skirt (brown),1,150,350,210,140,A brown skirt. Size small!
5050,Skirt (lilac),1,150,550,330,220,Lilac skirt.
5052,Skirt (blue),1,150,625,375,250,A blue skirt.
5075,Bird nest (empty),1,11000,453,271,181,It's an empty bird's nest.
5096,Marigold seed,1,600,2,1,1,A marigold seed - plant in a flower patch.
5097,Rosemary seed,1,600,4,2,1,A rosemary seed - plant in a flower patch.
5098,Nasturtium seed,1,200,11,6,4,A nasturtium seed - plant in a flower patch.
5099,Woad seed,1,600,11,6,4,A woad seed - plant in a flower patch.
5100,Limpwurt seed,1,600,12,7,4,A limpwurt seed - plant in a flower patch.
5101,Redberry seed,1,600,4,2,1,A redberry bush seed - plant in a bush patch.
5102,Cadavaberry seed,1,600,9,5,3,A cadavaberry bush seed - plant in a bush patch.
5103,Dwellberry seed,1,600,25,15,10,A dwellberry bush seed - plant in a bush patch.
5104,Jangerberry seed,1,200,60,36,24,A jangerberry bush seed - plant in a bush patch.
5105,Whiteberry seed,1,200,133,79,53,A whiteberry bush seed - plant in a bush patch.
5106,Poison ivy seed,1,200,166,99,66,A poison ivy bush seed - plant in a bush patch.
5280,Cactus seed,1,200,99,59,39,A Cactus seed - plant in a cactus patch.
5281,Belladonna seed,1,200,177,106,70,Also known as Deadly Nightshade - plant in a belladonna patch.
5282,Mushroom spore,1,200,86,51,34,A Bittercap mushroom spore - plant in a mushroom patch.
5283,Apple tree seed,1,200,13,7,5,Plant in a plantpot of soil to grow a sapling.
5284,Banana tree seed,1,200,20,12,8,Plant in a plantpot of soil to grow a sapling.
5285,Orange tree seed,1,200,31,18,12,Plant in a plantpot of soil to grow a sapling.
5286,Curry tree seed,1,200,39,23,15,Plant in a plantpot of soil to grow a sapling.
5287,Pineapple seed,1,200,74,44,29,Plant in a plantpot of soil to grow a sapling.
5288,Papaya tree seed,1,200,115,69,46,Plant in a plantpot of soil to grow a sapling.
5289,Palm tree seed,1,200,254,152,101,Plant in a plantpot of soil to grow a sapling.
5290,Calquat tree seed,1,200,340,204,136,Plant in a plantpot of soil to grow a sapling.
5291,Guam seed,1,600,1,1,1,A guam seed - plant in a herb patch.
5292,Marrentill seed,1,600,2,1,1,A marrentill seed - plant in a herb patch.
5293,Tarromin seed,1,600,3,1,1,A tarromin seed - plant in a herb patch.
5294,Harralander seed,1,600,4,2,1,A harralander seed - plant in a herb patch.
5295,Ranarr seed,1,200,50,30,20,A ranarr seed - plant in a herb patch.
5296,Toadflax seed,1,600,10,6,4,A toadflax seed - plant in a herb patch.
5297,Irit seed,1,600,5,3,2,An irit seed - plant in a herb patch.
5298,Avantoe seed,1,200,8,4,3,An avantoe seed - plant in a herb patch.
5299,Kwuarm seed,1,200,11,6,4,A kwuarm seed - plant in a herb patch.
5300,Snapdragon seed,1,200,60,36,24,A snapdragon seed - plant in a herb patch.
5301,Cadantine seed,1,200,7,4,2,A cadantine seed - plant in a herb patch.
5302,Lantadyme seed,1,200,9,5,3,A lantadyme seed - plant in a herb patch.
5303,Dwarf weed seed,1,200,6,3,2,A dwarf weed seed - plant in a herb patch.
5304,Torstol seed,1,200,70,42,28,A torstol seed - plant in a herb patch.
5305,Barley seed,1,2000,2,1,1,A barley seed - plant in a hops patch.
5306,Jute seed,1,2000,5,3,2,A jute plant seed - plant in a hops patch.
5307,Hammerstone seed,1,2000,2,1,1,A Hammerstone hop seed - plant in a hops patch.
5308,Asgarnian seed,1,2000,3,1,1,An Asgarnian hop seed - plant in a hops patch.
5309,Yanillian seed,1,2000,6,3,2,A Yanillian hop seed - plant in a hops patch.
5310,Krandorian seed,1,2000,8,4,3,A Krandorian hop seed - plant in a hops patch.
5311,Wildblood seed,1,2000,14,8,5,A Wildblood hop seed - plant in a hops patch.
5312,Acorn,1,200,6,3,2,Plant this in a plantpot of soil to grow a sapling.
5313,Willow seed,1,200,16,9,6,Plant this in a plantpot of soil to grow a sapling.
5314,Maple seed,1,200,48,28,19,Plant this in a plantpot of soil to grow a sapling.
5315,Yew seed,1,200,143,85,57,Plant this in a plantpot of soil to grow a sapling.
5316,Magic seed,1,200,422,253,168,Plant this in a plantpot of soil to grow a sapling.
5318,Potato seed,1,600,2,1,1,A potato seed - plant in an allotment.
5319,Onion seed,1,600,3,1,1,An onion seed - plant in an allotment.
5320,Sweetcorn seed,1,600,8,4,3,A sweetcorn seed - plant in an allotment.
5321,Watermelon seed,1,200,56,33,22,A watermelon seed - plant in an allotment.
5322,Tomato seed,1,600,4,2,1,A tomato seed - plant in an allotment.
5323,Strawberry seed,1,600,18,10,7,A strawberry seed - plant in an allotment.
5324,Cabbage seed,1,600,3,1,1,A cabbage seed - plant in an allotment.
5325,Gardening trowel,1,40,12,7,4,Not suitable for archaeological digs.
5329,Secateurs,1,40,5,3,2,Good for pruning away diseased leaves.
5331,Watering can,1,40,8,4,3,This watering can is empty.
5341,Rake,1,40,6,3,2,Use this to clear weeds.
5343,Seed dibber,1,40,6,3,2,Use this to plant seeds with.
5345,Gardening boots,1,150,25,15,10,A pair of gardening boots.
5350,Empty plant pot,1,10000,1,1,1,An empty plant pot.
5352,Unfired plant pot,1,10000,1,1,1,An unfired plant pot.
5354,Filled plant pot,1,2000,1,1,1,A plant pot filled with soil.
5370,Oak sapling,1,200,1,1,1,This sapling is ready to be replanted in a tree patch.
5371,Willow sapling,1,200,1,1,1,This sapling is ready to be replanted in a tree patch.
5372,Maple sapling,1,200,1,1,1,This sapling is ready to be replanted in a tree patch.
5373,Yew sapling,1,200,1,1,1,This sapling is ready to be replanted in a tree patch.
5374,Magic sapling,1,200,1,1,1,This sapling is ready to be replanted in a tree patch.
5376,Basket,1,10000,1,1,1,An empty fruit basket.
5386,Apples(5),1,600,1,1,1,A fruit basket filled with apples.
5396,Oranges(5),1,600,1,1,1,A fruit basket filled with oranges.
5406,Strawberries(5),1,200,1,1,1,A fruit basket filled with strawberries.
5416,Bananas(5),1,600,1,1,1,A fruit basket filled with bananas.
5418,Empty sack,1,10000,1,1,1,An empty vegetable sack.
5438,Potatoes(10),1,600,1,1,1,There are 10 potatoes in this sack.
5458,Onions(10),1,600,1,1,1,There are 10 onions in this sack.
5478,Cabbages(10),1,600,1,1,1,There are 10 cabbages in this sack.
5496,Apple sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5497,Banana sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5498,Orange sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5499,Curry sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5500,Pineapple sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5501,Papaya sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5502,Palm sapling,1,200,1,1,1,This sapling is ready to be replanted in a fruit tree patch.
5503,Calquat sapling,1,200,1,1,1,This sapling is ready to be replanted in a Calquat Tree patch.
5504,Strawberry,1,11000,17,10,6,A freshly picked strawberry.
5516,Elemental talisman,1,40,500,300,200,A mysterious power emanates from the talisman...
5521,Binding necklace,1,10000,1425,855,570,A necklace embedded with mystical power.
5523,Tiara mould,0,40,100,60,40,A mould for tiaras.
5525,Tiara,0,10000,100,60,40,Makes me feel like a Princess.
5527,Air tiara,0,40,100,60,40,A tiara infused with the properties of air.
5529,Mind tiara,0,40,100,60,40,A tiara infused with the properties of the mind.
5531,Water tiara,0,40,100,60,40,A tiara infused with the properties of water.
5533,Body tiara,0,40,100,60,40,A tiara infused with the properties of the body.
5535,Earth tiara,0,40,100,60,40,A tiara infused with the properties of the earth.
5537,Fire tiara,0,40,100,60,40,A tiara infused with the properties of fire.
5539,Cosmic tiara,1,40,100,60,40,A tiara infused with the properties of the cosmos.
5541,Nature tiara,1,40,100,60,40,A tiara infused with the properties of nature.
5543,Chaos tiara,1,40,100,60,40,A tiara infused with the properties of chaos.
5547,Death tiara,1,40,100,60,40,A tiara infused with the properties of death.
5549,Blood tiara,1,,500,300,200,A tiara infused with the properties of blood.
5574,Initiate sallet,1,125,6000,3600,2400,An initiate Temple Knight's helm.
5575,Initiate hauberk,1,125,10000,6000,4000,An initiate Temple Knight's Armour.
5576,Initiate cuisse,1,125,8000,4800,3200,An initiate Temple Knight's leg armour.
5616,Bronze arrow(p+),1,7000,1,1,1,Venomous-looking arrows.
5617,Iron arrow(p+),1,7000,3,1,1,Venomous-looking arrows.
5618,Steel arrow(p+),1,7000,12,7,4,Venomous-looking arrows.
5619,Mithril arrow(p+),1,7000,32,19,12,Venomous-looking arrows.
5620,Adamant arrow(p+),1,11000,80,48,32,Venomous-looking arrows.
5621,Rune arrow(p+),1,11000,400,240,160,Venomous-looking arrows.
5622,Bronze arrow(p++),1,7000,1,1,1,Venomous-looking arrows.
5623,Iron arrow(p++),1,7000,3,1,1,Venomous-looking arrows.
5624,Steel arrow(p++),1,7000,12,7,4,Venomous-looking arrows.
5625,Mithril arrow(p++),1,7000,32,19,12,Venomous-looking arrows.
5626,Adamant arrow(p++),1,11000,80,48,32,Venomous-looking arrows.
5627,Rune arrow(p++),1,11000,400,240,160,Venomous-looking arrows.
5628,Bronze dart(p+),1,7000,1,1,1,A deadly poisoned dart with a bronze tip.
5629,Iron dart(p+),1,7000,2,1,1,A deadly poisoned dart with an iron tip.
5630,Steel dart(p+),1,7000,10,6,4,A deadly poisoned dart with a steel tip.
5631,Black dart(p+),1,7000,18,10,7,A deadly poisoned dart with a black tip.
5632,Mithril dart(p+),1,7000,25,15,10,A deadly poisoned dart with a mithril tip.
5633,Adamant dart(p+),1,11000,65,39,26,A deadly poisoned dart with an adamant tip.
5634,Rune dart(p+),1,11000,350,210,140,A deadly poisoned dart with a rune tip.
5635,Bronze dart(p++),1,7000,1,1,1,A deadly poisoned dart with a bronze tip.
5636,Iron dart(p++),1,7000,2,1,1,A deadly poisoned dart with an iron tip.
5637,Steel dart(p++),1,7000,10,6,4,A deadly poisoned dart with a steel tip.
5638,Black dart(p++),1,7000,18,10,7,A deadly poisoned dart with a black tip.
5639,Mithril dart(p++),1,7000,25,15,10,A deadly poisoned dart with a mithril tip.
5640,Adamant dart(p++),1,11000,65,39,26,A deadly poisoned dart with an adamant tip.
5641,Rune dart(p++),1,11000,350,210,140,A deadly poisoned dart with a rune tip.
5642,Bronze javelin(p+),1,7000,4,2,1,A bronze tipped javelin.
5643,Iron javelin(p+),1,7000,6,3,2,An iron tipped javelin.
5644,Steel javelin(p+),1,7000,24,14,9,A steel tipped javelin.
5645,Mithril javelin(p+),1,7000,64,38,25,A mithril tipped javelin.
5646,Adamant javelin(p+),1,11000,160,96,64,An adamant tipped javelin.
5647,Rune javelin(p+),1,11000,400,240,160,A rune tipped javelin.
5648,Bronze javelin(p++),1,7000,4,2,1,A bronze tipped javelin.
5649,Iron javelin(p++),1,7000,6,3,2,An iron tipped javelin.
5650,Steel javelin(p++),1,7000,24,14,9,A steel tipped javelin.
5651,Mithril javelin(p++),1,7000,64,38,25,A mithril tipped javelin.
5652,Adamant javelin(p++),1,11000,160,96,64,An adamant tipped javelin.
5653,Rune javelin(p++),1,11000,400,240,160,A rune tipped javelin.
5654,Bronze knife(p+),1,7000,1,1,1,A finely balanced throwing knife.
5655,Iron knife(p+),1,7000,3,1,1,A finely balanced throwing knife.
5656,Steel knife(p+),1,7000,10,6,4,A finely balanced throwing knife.
5657,Mithril knife(p+),1,7000,27,16,10,A finely balanced throwing knife.
5658,Black knife(p+),1,7000,18,10,7,A finely balanced throwing knife.
5659,Adamant knife(p+),1,7000,66,39,26,A finely balanced throwing knife.
5660,Rune knife(p+),1,7000,166,99,66,A finely balanced throwing knife.
5661,Bronze knife(p++),1,7000,1,1,1,A finely balanced throwing knife.
5662,Iron knife(p++),1,7000,3,1,1,A finely balanced throwing knife.
5663,Steel knife(p++),1,7000,10,6,4,A finely balanced throwing knife.
5664,Mithril knife(p++),1,7000,27,16,10,A finely balanced throwing knife.
5665,Black knife(p++),1,7000,18,10,7,A finely balanced throwing knife.
5666,Adamant knife(p++),1,7000,66,39,26,A finely balanced throwing knife.
5667,Rune knife(p++),1,7000,166,99,66,A finely balanced throwing knife.
5668,Iron dagger(p+),1,125,35,21,14,The blade is covered with poison.
5670,Bronze dagger(p+),1,125,10,6,4,This dagger is poisoned.
5672,Steel dagger(p+),1,125,125,75,50,The blade has been poisoned.
5674,Mithril dagger(p+),1,125,325,195,130,A poisoned Mithril dagger.
5676,Adamant dagger(p+),1,125,800,480,320,A very dangerous poisoned dagger.
5678,Rune dagger(p+),1,70,8000,4800,3200,The blade is covered with a nasty poison.
5680,Dragon dagger(p+),1,70,24000,14400,9600,A powerful dagger.
5682,Black dagger(p+),1,125,240,144,96,This dagger is poisoned.
5686,Iron dagger(p++),1,125,35,21,14,Short but pointy.
5688,Bronze dagger(p++),1,125,10,6,4,This dagger is poisoned.
5690,Steel dagger(p++),1,125,125,75,50,The blade has been poisoned.
5692,Mithril dagger(p++),1,125,325,195,130,A poisoned Mithril dagger.
5694,Adamant dagger(p++),1,125,800,480,320,A very dangerous poisoned dagger.
5696,Rune dagger(p++),1,70,8000,4800,3200,The blade is covered with a nasty poison.
5698,Dragon dagger(p++),1,70,24000,14400,9600,A powerful dagger.
5700,Black dagger(p++),1,125,240,144,96,This dagger is poisoned.
5704,Bronze spear(p+),1,125,26,15,10,A poisoned bronze tipped spear.
5706,Iron spear(p+),1,125,91,54,36,A poisoned iron tipped spear.
5708,Steel spear(p+),1,125,325,195,130,A poisoned steel tipped spear.
5710,Mithril spear(p+),1,125,845,507,338,A poisoned mithril tipped spear.
5712,Adamant spear(p+),1,125,2080,1248,832,A poisoned adamantite tipped spear.
5714,Rune spear(p+),1,70,20800,12480,8320,A poisoned rune tipped spear.
5716,Dragon spear(p+),1,70,62400,37440,24960,A poisoned dragon tipped spear.
5718,Bronze spear(p++),1,125,26,15,10,A poisoned bronze tipped spear.
5720,Iron spear(p++),1,125,91,54,36,A poisoned iron tipped spear.
5722,Steel spear(p++),1,125,325,195,130,A poisoned steel tipped spear.
5724,Mithril spear(p++),1,125,845,507,338,A poisoned mithril tipped spear.
5726,Adamant spear(p++),1,125,2080,1248,832,A poisoned adamantite tipped spear.
5728,Rune spear(p++),1,70,20800,12480,8320,A poisoned rune tipped spear.
5730,Dragon spear(p++),1,70,62400,37440,24960,A poisoned dragon tipped spear.
5734,Black spear(p+),1,8,750,450,300,A poisoned black tipped spear.
5736,Black spear(p++),1,8,750,450,300,A poisoned black tipped spear.
5739,Asgarnian ale(m),1,2000,2,1,1,This looks a good deal stronger than normal Asgarnian Ale.
5741,Mature wmb,1,2000,2,1,1,This looks a good deal stronger than normal Wizards Mind Bomb.
5743,Greenman's ale(m),1,2000,2,1,1,This looks a good deal stronger than normal Greenman's Ale.
5745,Dragon bitter(m),1,2000,2,1,1,This looks a good deal stronger than normal Dragon Bitter.
5747,Dwarven stout(m),1,2000,2,1,1,This looks a good deal stronger than normal Dwarven Stout.
5749,Moonlight mead(m),1,2000,5,3,2,This looks a good deal stronger than normal Moonlight Mead.
5751,Axeman's folly,1,2000,2,1,1,This might help me chop harder.
5753,Axeman's folly(m),1,2000,2,1,1,This looks a good deal stronger than normal Axeman's Folly.
5755,Chef's delight,1,2000,2,1,1,"A fruity, full-bodied ale."
5757,Chef's delight(m),1,2000,2,1,1,This looks a good deal stronger than normal Chef's Delight.
5759,Slayer's respite,1,2000,2,1,1,Ale with bite.
5761,Slayer's respite(m),1,2000,2,1,1,This looks a good deal stronger than normal Slayer's Respite.
5763,Cider,1,2000,2,1,1,A glass of cider.
5765,Mature cider,1,2000,2,1,1,This looks a good deal stronger than normal cider.
5767,Ale yeast,1,11000,1,1,1,A pot filled with ale yeast.
5769,Calquat keg,1,10000,1,1,1,Sliced and hollowed out to form a keg.
5777,Dwarven stout(4),1,2000,1,1,1,This keg contains 4 pints of Dwarven Stout.
5785,Asgarnian ale(4),1,2000,1,1,1,This keg contains 4 pints of Asgarnian Ale.
5793,Greenmans ale(4),1,2000,1,1,1,This keg contains 4 pints of Greenmans Ale.
5801,Mind bomb(4),1,2000,1,1,1,This keg contains 4 pints of Wizards Mind Bomb.
5809,Dragon bitter(4),1,2000,1,1,1,This keg contains 4 pints of Dragon Bitter.
5817,Moonlight mead(4),1,2000,1,1,1,This keg contains 4 pints of Moonlight Mead.
5825,Axeman's folly(4),1,2000,1,1,1,This keg contains 4 pints of Axeman's Folly.
5833,Chef's delight(4),1,2000,1,1,1,This keg contains 4 pints of Chef's Delight.
5841,Slayer's respite(4),1,2000,1,1,1,This keg contains 4 pints of Slayer's Respite.
5849,Cider(4),1,2000,1,1,1,This keg contains 4 pints of Cider.
