id,name,runelite_const,config_name,members,tradeable,ge_tradeable,stackable,noted_id,placeholder_id,value,high_alch,low_alch,ge_buy_limit,weight_g,inventory_ops,ground_ops,examine,params
5640,Adamant dart(p++),ADAMANT_DART_P__,adamant_dart_p++,1,1,1,1,,14555,65,39,26,11000,0,Wield|Drop,Take,A deadly poisoned dart with an adamant tip.,"{""4"":0,""23"":30,""12"":17,""13"":3,""14"":3}"
5641,Rune dart(p++),RUNE_DART_P__,rune_dart_p++,1,1,1,1,,14556,350,210,140,11000,0,Wield|Drop,Take,A deadly poisoned dart with a rune tip.,"{""4"":0,""23"":40,""12"":26,""13"":3,""14"":3}"
5642,Bronze javelin(p+),BRONZE_JAVELIN_P_,bronze_javelin_p+,1,1,1,1,,14454,4,2,1,7000,0,Wield|Drop,Take,A bronze tipped javelin.,"{""23"":1,""12"":25}"
5643,Iron javelin(p+),IRON_JAVELIN_P_,iron_javelin_p+,1,1,1,1,,14455,6,3,2,7000,0,Wield|Drop,Take,An iron tipped javelin.,"{""23"":1,""12"":42}"
5644,Steel javelin(p+),STEEL_JAVELIN_P_,steel_javelin_p+,1,1,1,1,,14456,24,14,9,7000,0,Wield|Drop,Take,A steel tipped javelin.,"{""23"":5,""12"":64}"
5645,Mithril javelin(p+),MITHRIL_JAVELIN_P_,mithril_javelin_p+,1,1,1,1,,14457,64,38,25,7000,0,Wield|Drop,Take,A mithril tipped javelin.,"{""23"":20,""12"":85}"
5646,Adamant javelin(p+),ADAMANT_JAVELIN_P_,adamant_javelin_p+,1,1,1,1,,14458,160,96,64,11000,0,Wield|Drop,Take,An adamant tipped javelin.,"{""23"":30,""12"":102}"
5647,Rune javelin(p+),RUNE_JAVELIN_P_,rune_javelin_p+,1,1,1,1,,14459,400,240,160,11000,0,Wield|Drop,Take,A rune tipped javelin.,"{""23"":40,""12"":124}"
5648,Bronze javelin(p++),BRONZE_JAVELIN_P__,bronze_javelin_p++,1,1,1,1,,14460,4,2,1,7000,0,Wield|Drop,Take,A bronze tipped javelin.,"{""23"":1,""12"":25}"
5649,Iron javelin(p++),IRON_JAVELIN_P__,iron_javelin_p++,1,1,1,1,,14461,6,3,2,7000,0,Wield|Drop,Take,An iron tipped javelin.,"{""23"":1,""12"":42}"
5650,Steel javelin(p++),STEEL_JAVELIN_P__,steel_javelin_p++,1,1,1,1,,14462,24,14,9,7000,0,Wield|Drop,Take,A steel tipped javelin.,"{""23"":5,""12"":64}"
5651,Mithril javelin(p++),MITHRIL_JAVELIN_P__,mithril_javelin_p++,1,1,1,1,,14463,64,38,25,7000,0,Wield|Drop,Take,A mithril tipped javelin.,"{""23"":20,""12"":85}"
5652,Adamant javelin(p++),ADAMANT_JAVELIN_P__,adamant_javelin_p++,1,1,1,1,,14464,160,96,64,11000,0,Wield|Drop,Take,An adamant tipped javelin.,"{""23"":30,""12"":102}"
5653,Rune javelin(p++),RUNE_JAVELIN_P__,rune_javelin_p++,1,1,1,1,,14465,400,240,160,11000,0,Wield|Drop,Take,A rune tipped javelin.,"{""23"":40,""12"":124}"
5654,Bronze knife(p+),BRONZE_KNIFE_P_,bronze_knife_p+,1,1,1,1,,14486,1,1,1,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":4,""23"":1,""12"":3,""13"":4,""14"":3}"
5655,Iron knife(p+),IRON_KNIFE_P_,iron_knife_p+,1,1,1,1,,14487,3,1,1,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":5,""23"":1,""12"":4,""13"":4,""14"":3}"
5656,Steel knife(p+),STEEL_KNIFE_P_,steel_knife_p+,1,1,1,1,,14488,10,6,4,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":8,""23"":5,""12"":7,""13"":4,""14"":3}"
5657,Mithril knife(p+),MITHRIL_KNIFE_P_,mithril_knife_p+,1,1,1,1,,14490,27,16,10,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":11,""23"":20,""12"":10,""13"":4,""14"":3}"
5658,Black knife(p+),BLACK_KNIFE_P_,black_knife_p+,1,1,1,1,,14489,18,10,7,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":10,""23"":10,""12"":8,""13"":4,""14"":3}"
5659,Adamant knife(p+),ADAMANT_KNIFE_P_,adamant_knife_p+,1,1,1,1,,14491,66,39,26,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":15,""23"":30,""12"":14,""13"":4,""14"":3}"
5660,Rune knife(p+),RUNE_KNIFE_P_,rune_knife_p+,1,1,1,1,,14492,166,99,66,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":25,""23"":40,""12"":24,""13"":4,""14"":3}"
5661,Bronze knife(p++),BRONZE_KNIFE_P__,bronze_knife_p++,1,1,1,1,,14493,1,1,1,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":4,""23"":1,""12"":3,""13"":4,""14"":3}"
5662,Iron knife(p++),IRON_KNIFE_P__,iron_knife_p++,1,1,1,1,,14494,3,1,1,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":5,""23"":1,""12"":4,""13"":4,""14"":3}"
5663,Steel knife(p++),STEEL_KNIFE_P__,steel_knife_p++,1,1,1,1,,14495,10,6,4,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":8,""23"":5,""12"":7,""13"":4,""14"":3}"
5664,Mithril knife(p++),MITHRIL_KNIFE_P__,mithril_knife_p++,1,1,1,1,,14497,27,16,10,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":11,""23"":20,""12"":10,""13"":4,""14"":3}"
5665,Black knife(p++),BLACK_KNIFE_P__,black_knife_p++,1,1,1,1,,14496,18,10,7,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":10,""23"":10,""12"":8,""13"":4,""14"":3}"
5666,Adamant knife(p++),ADAMANT_KNIFE_P__,adamant_knife_p++,1,1,1,1,,14498,66,39,26,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""4"":15,""23"":30,""12"":14,""13"":4,""14"":3}"
5667,Rune knife(p++),RUNE_KNIFE_P__,rune_knife_p++,1,1,1,1,,14499,166,99,66,7000,0,Wield|Drop,Take,A finely balanced throwing knife.,"{""434"":4,""436"":40,""4"":25,""23"":40,""1564"":3,""12"":24,""13"":4,""14"":3}"
5668,Iron dagger(p+),IRON_DAGGER_P_,iron_dagger_p+,1,1,1,0,5669,14651,35,21,14,125,453,Wield|Drop,Take,The blade is covered with poison.,"{""0"":5,""1"":3,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":4,""11"":0,""13"":0,""14"":4}"
5669,null,Cert.IRON_DAGGER_P_,cert_iron_dagger_p+,0,1,0,0,5668,-1,1,,,,0,Drop,Take,,
5670,Bronze dagger(p+),BRONZE_DAGGER_P_,bronze_dagger_p+,1,1,1,0,5671,14650,10,6,4,125,453,Wield|Drop,Take,This dagger is poisoned.,"{""0"":4,""1"":2,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":3,""11"":0,""13"":0,""14"":4}"
5671,null,Cert.BRONZE_DAGGER_P_,cert_bronze_dagger_p+,0,1,0,0,5670,-1,1,,,,0,Drop,Take,,
5672,Steel dagger(p+),STEEL_DAGGER_P_,steel_dagger_p+,1,1,1,0,5673,14652,125,75,50,125,453,Wield|Drop,Take,The blade has been poisoned.,"{""0"":8,""1"":4,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":7,""11"":0,""13"":0,""14"":4}"
5673,null,Cert.STEEL_DAGGER_P_,cert_steel_dagger_p+,0,1,0,0,5672,-1,1,,,,0,Drop,Take,,
5674,Mithril dagger(p+),MITHRIL_DAGGER_P_,mithril_dagger_p+,1,1,1,0,5675,14654,325,195,130,125,396,Wield|Drop,Take,A poisoned Mithril dagger.,"{""0"":11,""1"":5,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":10,""11"":0,""13"":0,""14"":4}"
5675,null,Cert.MITHRIL_DAGGER_P_,cert_mithril_dagger_p+,0,1,0,0,5674,-1,1,,,,0,Drop,Take,,
5676,Adamant dagger(p+),ADAMANT_DAGGER_P_,adamant_dagger_p+,1,1,1,0,5677,14655,800,480,320,125,510,Wield|Drop,Take,A very dangerous poisoned dagger.,"{""0"":15,""1"":8,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":14,""11"":0,""13"":0,""14"":4}"
5677,null,Cert.ADAMANT_DAGGER_P_,cert_adamant_dagger_p+,0,1,0,0,5676,-1,1,,,,0,Drop,Take,,
5678,Rune dagger(p+),RUNE_DAGGER_P_,rune_dagger_p+,1,1,1,0,5679,14656,8000,4800,3200,70,453,Wield|Drop,Take,The blade is covered with a nasty poison.,"{""0"":25,""1"":12,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":24,""11"":0,""13"":0,""14"":4}"
5679,null,Cert.RUNE_DAGGER_P_,cert_rune_dagger_p+,0,1,0,0,5678,-1,1,,,,0,Drop,Take,,
5680,Dragon dagger(p+),DRAGON_DAGGER_P_,dragon_dagger_p+,1,1,1,0,5681,14657,24000,14400,9600,70,453,Wield|Drop,Take,A powerful dagger.,"{""0"":40,""1"":25,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":40,""11"":0,""13"":0,""14"":4}"
5681,null,Cert.DRAGON_DAGGER_P_,cert_dragon_dagger_p+,0,1,0,0,5680,-1,1,,,,0,Drop,Take,,
5682,Black dagger(p+),BLACK_DAGGER_P_,black_dagger_p+,1,1,1,0,5683,14653,240,144,96,125,453,Wield|Drop,Take,This dagger is poisoned.,"{""0"":10,""1"":5,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":7,""11"":0,""13"":0,""14"":4}"
5683,null,Cert.BLACK_DAGGER_P_,cert_black_dagger_p+,0,1,0,0,5682,-1,1,,,,0,Drop,Take,,
5684,Poison dagger(p+),POISONED_DAGGER_P_,poisoned_dagger_p+,1,1,0,0,5685,14658,565,,,,453,Wield|Drop,Take,The blade is covered with poison.,"{""0"":10,""1"":5,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":7,""11"":0,""13"":0,""14"":4}"
5685,null,Cert.POISONED_DAGGER_P_,cert_poisoned_dagger_p+,0,1,0,0,5684,-1,1,,,,0,Drop,Take,,
5686,Iron dagger(p++),IRON_DAGGER_P__,iron_dagger_p++,1,1,1,0,5687,14660,35,21,14,125,453,Wield|Drop,Take,The blade is covered with poison.,"{""0"":5,""1"":3,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":4,""11"":0,""13"":0,""14"":4}"
5687,null,Cert.IRON_DAGGER_P__,cert_iron_dagger_p++,0,1,0,0,5686,-1,1,,,,0,Drop,Take,,
5688,Bronze dagger(p++),BRONZE_DAGGER_P__,bronze_dagger_p++,1,1,1,0,5689,14659,10,6,4,125,453,Wield|Drop,Take,This dagger is poisoned.,"{""0"":4,""1"":2,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":3,""11"":0,""13"":0,""14"":4}"
5689,null,Cert.BRONZE_DAGGER_P__,cert_bronze_dagger_p++,0,1,0,0,5688,-1,1,,,,0,Drop,Take,,
5690,Steel dagger(p++),STEEL_DAGGER_P__,steel_dagger_p++,1,1,1,0,5691,14661,125,75,50,125,453,Wield|Drop,Take,The blade has been poisoned.,"{""0"":8,""1"":4,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":7,""11"":0,""13"":0,""14"":4}"
5691,null,Cert.STEEL_DAGGER_P__,cert_steel_dagger_p++,0,1,0,0,5690,-1,1,,,,0,Drop,Take,,
5692,Mithril dagger(p++),MITHRIL_DAGGER_P__,mithril_dagger_p++,1,1,1,0,5693,14663,325,195,130,125,396,Wield|Drop,Take,A poisoned Mithril dagger.,"{""0"":11,""1"":5,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":10,""11"":0,""13"":0,""14"":4}"
5693,null,Cert.MITHRIL_DAGGER_P__,cert_mithril_dagger_p++,0,1,0,0,5692,-1,1,,,,0,Drop,Take,,
5694,Adamant dagger(p++),ADAMANT_DAGGER_P__,adamant_dagger_p++,1,1,1,0,5695,14664,800,480,320,125,510,Wield|Drop,Take,A very dangerous poisoned dagger.,"{""0"":15,""1"":8,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":14,""11"":0,""13"":0,""14"":4}"
5695,null,Cert.ADAMANT_DAGGER_P__,cert_adamant_dagger_p++,0,1,0,0,5694,-1,1,,,,0,Drop,Take,,
5696,Rune dagger(p++),RUNE_DAGGER_P__,rune_dagger_p++,1,1,1,0,5697,14665,8000,4800,3200,70,453,Wield|Drop,Take,The blade is covered with a nasty poison.,"{""0"":25,""1"":12,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":24,""11"":0,""13"":0,""14"":4}"
5697,null,Cert.RUNE_DAGGER_P__,cert_rune_dagger_p++,0,1,0,0,5696,-1,1,,,,0,Drop,Take,,
5698,Dragon dagger(p++),DRAGON_DAGGER_P__,dragon_dagger_p++,1,1,1,0,5699,14666,24000,14400,9600,70,453,Wield|Drop,Take,A powerful dagger.,"{""0"":40,""1"":25,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":40,""11"":0,""13"":0,""14"":4,""434"":0,""436"":60,""1564"":3}"
5699,null,Cert.DRAGON_DAGGER_P__,cert_dragon_dagger_p++,0,1,0,0,5698,-1,1,,,,0,Drop,Take,,
5700,Black dagger(p++),BLACK_DAGGER_P__,black_dagger_p++,1,1,1,0,5701,14662,240,144,96,125,453,Wield|Drop,Take,This dagger is poisoned.,"{""0"":10,""1"":5,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":7,""11"":0,""13"":0,""14"":4}"
5701,null,Cert.BLACK_DAGGER_P__,cert_black_dagger_p++,0,1,0,0,5700,-1,1,,,,0,Drop,Take,,
5702,Poison dagger(p++),POISONED_DAGGER_P__,poisoned_dagger_p++,1,1,0,0,5703,14667,565,,,,453,Wield|Drop,Take,The blade is covered with poison.,"{""0"":10,""1"":5,""2"":-4,""3"":1,""4"":0,""5"":0,""6"":0,""7"":0,""8"":1,""9"":0,""10"":7,""11"":0,""13"":0,""14"":4}"
5703,null,Cert.POISONED_DAGGER_P__,cert_poisoned_dagger_p++,0,1,0,0,5702,-1,1,,,,0,Drop,Take,,
5704,Bronze spear(p+),BRONZE_SPEAR_P_,bronze_spear_p+,1,1,1,0,5705,14782,26,15,10,125,2267,Wield|Drop,Take,A poisoned bronze tipped spear.,"{""0"":5,""1"":5,""2"":5,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":6,""11"":0,""13"":0,""14"":4,""701"":1}"
5705,null,Cert.BRONZE_SPEAR_P_,cert_bronze_spear_p+,0,1,0,0,5704,-1,1,,,,0,Drop,Take,,
5706,Iron spear(p+),IRON_SPEAR_P_,iron_spear_p+,1,1,1,0,5707,14783,91,54,36,125,2267,Wield|Drop,Take,A poisoned iron tipped spear.,"{""0"":8,""1"":8,""2"":8,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":10,""11"":0,""13"":0,""14"":4,""701"":1}"
5707,null,Cert.IRON_SPEAR_P_,cert_iron_spear_p+,0,1,0,0,5706,-1,1,,,,0,Drop,Take,,
5708,Steel spear(p+),STEEL_SPEAR_P_,steel_spear_p+,1,1,1,0,5709,14784,325,195,130,125,2267,Wield|Drop,Take,A poisoned steel tipped spear.,"{""0"":12,""1"":12,""2"":12,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":12,""11"":0,""13"":0,""14"":4,""701"":1}"
5709,null,Cert.STEEL_SPEAR_P_,cert_steel_spear_p+,0,1,0,0,5708,-1,1,,,,0,Drop,Take,,
5710,Mithril spear(p+),MITHRIL_SPEAR_P_,mithril_spear_p+,1,1,1,0,5711,14785,845,507,338,125,1814,Wield|Drop,Take,A poisoned mithril tipped spear.,"{""0"":17,""1"":17,""2"":17,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":18,""11"":0,""13"":0,""14"":4,""701"":1}"
5711,null,Cert.MITHRIL_SPEAR_P_,cert_mithril_spear_p+,0,1,0,0,5710,-1,1,,,,0,Drop,Take,,
5712,Adamant spear(p+),ADAMANT_SPEAR_P_,adamant_spear_p+,1,1,1,0,5713,14786,2080,1248,832,125,2721,Wield|Drop,Take,A poisoned adamantite tipped spear.,"{""0"":24,""1"":24,""2"":24,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":28,""11"":0,""13"":0,""14"":4,""701"":1}"
5713,null,Cert.ADAMANT_SPEAR_P_,cert_adamant_spear_p+,0,1,0,0,5712,-1,1,,,,0,Drop,Take,,
5714,Rune spear(p+),RUNE_SPEAR_P_,rune_spear_p+,1,1,1,0,5715,14787,20800,12480,8320,70,2267,Wield|Drop,Take,A poisoned rune tipped spear.,"{""0"":36,""1"":36,""2"":36,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":42,""11"":0,""13"":0,""14"":4,""701"":1}"
5715,null,Cert.RUNE_SPEAR_P_,cert_rune_spear_p+,0,1,0,0,5714,-1,1,,,,0,Drop,Take,,
5716,Dragon spear(p+),DRAGON_SPEAR_P_,dragon_spear_p+,1,1,1,0,5717,14788,62400,37440,24960,70,2267,Wield|Drop,Take,A poisoned dragon tipped spear.,"{""0"":55,""1"":55,""2"":55,""3"":0,""4"":0,""5"":5,""6"":5,""7"":5,""8"":5,""9"":5,""10"":60,""11"":0,""13"":0,""14"":4,""701"":1}"
5717,null,Cert.DRAGON_SPEAR_P_,cert_dragon_spear_p+,0,1,0,0,5716,-1,1,,,,0,Drop,Take,,
5718,Bronze spear(p++),BRONZE_SPEAR_P__,bronze_spear_p++,1,1,1,0,5719,14789,26,15,10,125,2267,Wield|Drop,Take,A poisoned bronze tipped spear.,"{""0"":5,""1"":5,""2"":5,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":6,""11"":0,""13"":0,""14"":4,""701"":1}"
5719,null,Cert.BRONZE_SPEAR_P__,cert_bronze_spear_p++,0,1,0,0,5718,-1,1,,,,0,Drop,Take,,
5720,Iron spear(p++),IRON_SPEAR_P__,iron_spear_p++,1,1,1,0,5721,14790,91,54,36,125,2267,Wield|Drop,Take,A poisoned iron tipped spear.,"{""0"":8,""1"":8,""2"":8,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":10,""11"":0,""13"":0,""14"":4,""701"":1}"
5721,null,Cert.IRON_SPEAR_P__,cert_iron_spear_p++,0,1,0,0,5720,-1,1,,,,0,Drop,Take,,
5722,Steel spear(p++),STEEL_SPEAR_P__,steel_spear_p++,1,1,1,0,5723,14791,325,195,130,125,2267,Wield|Drop,Take,A poisoned steel tipped spear.,"{""0"":12,""1"":12,""2"":12,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":12,""11"":0,""13"":0,""14"":4,""701"":1}"
5723,null,Cert.STEEL_SPEAR_P__,cert_steel_spear_p++,0,1,0,0,5722,-1,1,,,,0,Drop,Take,,
5724,Mithril spear(p++),MITHRIL_SPEAR_P__,mithril_spear_p++,1,1,1,0,5725,14792,845,507,338,125,1814,Wield|Drop,Take,A poisoned mithril tipped spear.,"{""0"":17,""1"":17,""2"":17,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":18,""11"":0,""13"":0,""14"":4,""701"":1}"
5725,null,Cert.MITHRIL_SPEAR_P__,cert_mithril_spear_p++,0,1,0,0,5724,-1,1,,,,0,Drop,Take,,
5726,Adamant spear(p++),ADAMANT_SPEAR_P__,adamant_spear_p++,1,1,1,0,5727,14793,2080,1248,832,125,2721,Wield|Drop,Take,A poisoned adamantite tipped spear.,"{""0"":24,""1"":24,""2"":24,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":28,""11"":0,""13"":0,""14"":4,""701"":1}"
5727,null,Cert.ADAMANT_SPEAR_P__,cert_adamant_spear_p++,0,1,0,0,5726,-1,1,,,,0,Drop,Take,,
5728,Rune spear(p++),RUNE_SPEAR_P__,rune_spear_p++,1,1,1,0,5729,14794,20800,12480,8320,70,2267,Wield|Drop,Take,A poisoned rune tipped spear.,"{""0"":36,""1"":36,""2"":36,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":42,""11"":0,""13"":0,""14"":4,""701"":1}"
5729,null,Cert.RUNE_SPEAR_P__,cert_rune_spear_p++,0,1,0,0,5728,-1,1,,,,0,Drop,Take,,
5730,Dragon spear(p++),DRAGON_SPEAR_P__,dragon_spear_p++,1,1,1,0,5731,14795,62400,37440,24960,70,2267,Wield|Drop,Take,A poisoned dragon tipped spear.,"{""0"":55,""1"":55,""2"":55,""3"":0,""4"":0,""5"":5,""6"":5,""7"":5,""8"":5,""9"":5,""10"":60,""11"":0,""13"":0,""14"":4,""701"":1}"
5731,null,Cert.DRAGON_SPEAR_P__,cert_dragon_spear_p++,0,1,0,0,5730,-1,1,,,,0,Drop,Take,,
5732,Stool,MILKING_STOOL,milking_stool,0,1,0,0,6060,14729,1,,,,1,Drop,Take,A stool for milking,
5733,Rotten potato,ROTTEN_POTATO,rotten_potato,0,0,0,0,,-1,1,,,,1814,Eat|Slice|Peel|Mash|Drop,Take,Yuk!,
5734,Black spear(p+),BLACK_SPEAR_P_,black_spear_p+,1,1,1,0,5735,17640,750,450,300,8,2267,Wield|Drop,Take,A poisoned black tipped spear.,"{""0"":15,""1"":15,""2"":15,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":16,""11"":0,""13"":0,""14"":4,""701"":1}"
5735,null,Cert.BLACK_SPEAR_P_,cert_black_spear_p+,0,1,0,0,5734,-1,1,,,,0,Drop,Take,,
5736,Black spear(p++),BLACK_SPEAR_P__,black_spear_p++,1,1,1,0,5737,17641,750,450,300,8,2267,Wield|Drop,Take,A poisoned black tipped spear.,"{""0"":15,""1"":15,""2"":15,""3"":0,""4"":0,""5"":1,""6"":1,""7"":0,""8"":0,""9"":0,""10"":16,""11"":0,""13"":0,""14"":4,""701"":1}"
5737,null,Cert.BLACK_SPEAR_P__,cert_black_spear_p++,0,1,0,0,5736,-1,1,,,,0,Drop,Take,,
5738,Woad leaf,WOADLEAF_DUMMY,woadleaf_dummy,0,0,0,0,,-1,1,,,,10,Drop,Take,A slightly bluish leaf.,
5739,Asgarnian ale(m),MATURE_ASGARNIAN_ALE,mature_asgarnian_ale,1,1,1,0,5740,19148,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Asgarnian Ale.,"{""468"":44}"
5740,null,Cert.MATURE_ASGARNIAN_ALE,cert_mature_asgarnian_ale,0,1,0,0,5739,-1,1,,,,0,Drop,Take,,
5741,Mature wmb,MATURE_WIZARDS_MIND_BOMB,mature_wizards_mind_bomb,1,1,1,0,5742,19150,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Wizards Mind Bomb.,"{""468"":44}"
5742,null,Cert.MATURE_WIZARDS_MIND_BOMB,cert_mature_wizards_mind_bomb,0,1,0,0,5741,-1,1,,,,0,Drop,Take,,
5743,Greenman's ale(m),MATURE_GREENMANS_ALE,mature_greenmans_ale,1,1,1,0,5744,19152,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Greenman's Ale.,"{""468"":44}"
5744,null,Cert.MATURE_GREENMANS_ALE,cert_mature_greenmans_ale,0,1,0,0,5743,-1,1,,,,0,Drop,Take,,
5745,Dragon bitter(m),MATURE_DRAGON_BITTER,mature_dragon_bitter,1,1,1,0,5746,19154,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Dragon Bitter.,"{""468"":44}"
5746,null,Cert.MATURE_DRAGON_BITTER,cert_mature_dragon_bitter,0,1,0,0,5745,-1,1,,,,0,Drop,Take,,
5747,Dwarven stout(m),MATURE_DWARVEN_STOUT,mature_dwarven_stout,1,1,1,0,5748,19156,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Dwarven Stout.,"{""468"":44}"
5748,null,Cert.MATURE_DWARVEN_STOUT,cert_mature_dwarven_stout,0,1,0,0,5747,-1,1,,,,0,Drop,Take,,
5749,Moonlight mead(m),MATURE_MOONLIGHT_MEAD,mature_moonlight_mead,1,1,1,0,5750,19161,5,3,2,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Moonlight Mead.,"{""468"":44}"
5750,null,Cert.MATURE_MOONLIGHT_MEAD,cert_mature_moonlight_mead,0,1,0,0,5749,-1,1,,,,0,Drop,Take,,
5751,Axeman's folly,AXEMANS_FOLLY,axemans_folly,1,1,1,0,5752,19163,2,1,1,2000,550,Drink|Drop,Take,This might help me chop harder.,"{""468"":44}"
5752,null,Cert.AXEMANS_FOLLY,cert_axemans_folly,0,1,0,0,5751,-1,1,,,,0,Drop,Take,,
5753,Axeman's folly(m),MATURE_AXEMANS_FOLLY,mature_axemans_folly,1,1,1,0,5754,19164,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Axeman's Folly.,"{""468"":44}"
5754,null,Cert.MATURE_AXEMANS_FOLLY,cert_mature_axemans_folly,0,1,0,0,5753,-1,1,,,,0,Drop,Take,,
5755,Chef's delight,CHEFS_DELIGHT,chefs_delight,1,1,1,0,5756,19165,2,1,1,2000,550,Drink|Drop,Take,"A fruity, full-bodied ale.","{""468"":44}"
5756,null,Cert.CHEFS_DELIGHT,cert_chefs_delight,0,1,0,0,5755,-1,1,,,,0,Drop,Take,,
5757,Chef's delight(m),MATURE_CHEFS_DELIGHT,mature_chefs_delight,1,1,1,0,5758,19166,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Chef's Delight.,"{""468"":44}"
5758,null,Cert.MATURE_CHEFS_DELIGHT,cert_mature_chefs_delight,0,1,0,0,5757,-1,1,,,,0,Drop,Take,,
5759,Slayer's respite,SLAYERS_RESPITE,slayers_respite,1,1,1,0,5760,19167,2,1,1,2000,550,Drink|Drop,Take,Ale with bite.,"{""468"":44}"
5760,null,Cert.SLAYERS_RESPITE,cert_slayers_respite,0,1,0,0,5759,-1,1,,,,0,Drop,Take,,
5761,Slayer's respite(m),MATURE_SLAYERS_RESPITE,mature_slayers_respite,1,1,1,0,5762,19168,2,1,1,2000,550,Drink|Drop,Take,This looks a good deal stronger than normal Slayer's Respite.,"{""468"":44}"
5762,null,Cert.MATURE_SLAYERS_RESPITE,cert_mature_slayers_respite,0,1,0,0,5761,-1,1,,,,0,Drop,Take,,
5763,Cider,CIDER,cider,1,1,1,0,5764,19169,2,1,1,2000,550,Drink|Drop,Take,A glass of cider.,"{""468"":44}"
5764,null,Cert.CIDER,cert_cider,0,1,0,0,5763,-1,1,,,,0,Drop,Take,,
